Date,DailyMeanLevel,ReservoirEffectiveStorage,DailyMeanRainfall,Inflow,Outflow,Netflow,NanshiFlow,TotalRawWaterVolumeOfNanshiAndBeishi
2017/11/23,165.87,297.883,13.5,"4,747,976","6,764,976","-2,017,000","5,572,800","12,337,776"
2017/11/24,165.62,295.625,2.9,"4,024,304","6,734,304","-2,710,000","5,000,400","11,734,704"
2017/11/25,165.57,295.359,34.2,"5,127,488","2,680,488","2,447,000","5,270,400","7,950,888"
2017/11/26,165.91,298.318,8.7,"5,001,348","2,721,348","2,280,000","4,795,200","7,516,548"
2017/11/27,166.14,300.379,17.6,"5,177,408","2,715,408","2,462,000","4,881,600","7,597,008"
2017/11/28,166.41,302.621,0.3,"4,207,532","2,708,532","1,499,000","4,320,000","7,028,532"
2017/11/29,166.48,303.282,0.1,"2,793,328","2,705,328","88,000","3,564,000","6,269,328"
2017/11/30,166.39,302.437,27.1,"2,759,164","3,553,164","-794,000","1,684,800","5,237,964"
2017/12/1,166.45,303.021,18.1,"5,138,392","3,550,392","1,588,000","4,384,800","7,935,192"
2017/12/2,166.52,303.613,8.8,"6,198,796","6,728,796","-530,000","4,946,400","11,675,196"
2017/12/3,166.47,303.128,12.5,"6,376,984","6,729,984","-353,000","5,702,400","12,432,384"
2017/12/4,166.33,301.82,1.9,"4,360,876","6,738,876","-2,378,000","4,838,400","11,577,276"
2017/12/5,166.2,300.796,5.2,"2,624,600","2,712,600","-88,000","4,449,600","7,162,200"
2017/12/6,166.15,300.327,2.9,"1,922,824","2,713,824","-791,000","4,104,000","6,817,824"
2017/12/7,166.07,299.657,24.9,"2,356,892","2,708,892","-352,000","4,017,600","6,726,492"
2017/12/8,166.25,301.251,15,"4,506,320","1,867,320","2,639,000","5,760,000","7,627,320"
2017/12/9,166.5,303.437,4.9,"3,320,572","1,822,572","1,498,000","5,216,400","7,038,972"
2017/12/10,166.31,301.666,0.6,"2,874,964","5,606,964","-2,732,000","4,255,200","9,862,164"
2017/12/11,166.25,301.177,0,"1,909,848","2,437,848","-528,000","3,736,800","6,174,648"
2017/12/12,166.1,299.891,24.2,"2,201,032","2,992,032","-791,000","3,607,200","6,599,232"
2017/12/13,166.17,300.591,28.8,"4,878,720","2,151,720","2,727,000","4,708,800","6,860,520"
2017/12/14,166.55,303.915,5.2,"4,883,356","2,146,356","2,737,000","5,832,000","7,978,356"
2017/12/15,166.76,305.794,5.7,"3,735,028","2,141,028","1,594,000","4,842,000","6,983,028"
2017/12/16,166.92,307.12,33,"4,266,020","3,823,020","443,000","4,942,800","8,765,820"
2017/12/17,166.86,306.643,12.7,"6,000,644","6,709,644","-709,000","5,918,400","12,628,044"
2017/12/18,166.72,305.3,14,"4,947,960","6,717,960","-1,770,000","5,076,000","11,793,960"
2017/12/19,166.52,303.595,15.1,"5,222,108","6,723,108","-1,501,000","5,529,600","12,252,708"
2017/12/20,166.57,304.066,2,"4,114,800","2,701,800","1,413,000","5,259,600","7,961,400"
2017/12/21,166.68,304.961,0,"2,791,672","2,703,672","88,000","4,363,200","7,066,872"
2017/12/22,166.62,304.467,0,"2,086,140","2,704,140","-618,000","3,664,800","6,368,940"
2017/12/23,166.52,303.584,0,"1,643,708","2,703,708","-1,060,000","3,220,200","5,923,908"
2017/12/24,166.39,302.407,0,"1,475,676","2,708,676","-1,233,000","2,799,360","5,508,036"
2017/12/25,166.23,301.002,0,"1,218,248","2,713,248","-1,495,000","2,609,280","5,322,528"
2017/12/26,166.08,299.697,0.1,"889,884","1,591,884","-702,000","2,415,600","4,007,484"
2017/12/27,166.02,299.24,1.8,"723,856","899,856","-176,000","2,345,760","3,245,616"
2017/12/28,166.01,299.09,0.7,"724,000","900,000","-176,000","2,155,680","3,055,680"
2017/12/29,166.01,299.046,20.1,"889,344","1,591,344","-702,000","2,021,040","3,612,384"
2017/12/30,166,299.115,19.7,"2,481,440","901,440","1,580,000","3,020,040","3,921,480"
2017/12/31,166.22,301.049,16.8,"2,923,712","899,712","2,024,000","3,484,800","4,384,512"
2018/1/1,166.43,302.855,2.6,"2,596,300","744,300","1,852,000","3,326,400","4,070,700"
2018/1/2,166.56,303.999,3,"2,115,368","1,585,368","530,000","2,872,800","4,458,168"
2018/1/3,166.65,304.714,4.6,"1,761,288","1,584,288","177,000","2,688,840","4,273,128"
2018/1/4,166.66,304.821,2.3,"1,671,172","1,583,172","88,000","2,470,320","4,053,492"
2018/1/5,166.67,304.872,6,"1,582,172","1,583,172","-1,000","2,324,160","3,907,332"
2018/1/6,166.68,305.02,29.4,"2,554,840","1,581,840","973,000","2,608,200","4,190,040"
2018/1/7,167.33,311.005,60.9,"12,952,340","3,521,340","9,431,000","8,053,200","11,574,540"
2018/1/8,167.95,316.34,29.9,"8,981,872","6,652,872","2,329,000","7,520,400","14,173,272"
2018/1/9,168.14,318.019,16.4,"7,808,848","6,640,848","1,168,000","8,593,200","15,234,048"
2018/1/10,168.12,317.828,0.6,"5,200,104","6,637,104","-1,437,000","6,980,400","13,617,504"
2018/1/11,167.85,315.359,0,"3,429,648","6,651,648","-3,222,000","4,968,000","11,619,648"
2018/1/12,167.47,311.81,0,"2,771,516","6,693,516","-3,922,000","3,855,600","10,549,116"
2018/1/13,166.99,307.686,0.5,"2,253,844","6,689,844","-4,436,000","3,218,400","9,908,244"
2018/1/14,166.69,305.031,0,"1,489,532","3,257,532","-1,768,000","2,874,240","6,131,772"
2018/1/15,166.49,303.187,0,"1,416,008","3,268,008","-1,852,000","2,676,960","5,944,968"
2018/1/16,166.33,301.886,0,"969,916","1,586,916","-617,000","2,454,480","4,041,396"
2018/1/17,166.26,301.255,1.3,"973,788","1,588,788","-615,000","2,240,640","3,829,428"
2018/1/18,166.18,300.561,13.9,"972,024","1,587,024","-615,000","2,230,560","3,817,584"
2018/1/19,166.2,300.859,25,"2,732,472","1,589,472","1,143,000","2,565,720","4,155,192"
2018/1/20,166.32,301.838,7,"2,289,512","1,585,512","704,000","2,274,480","3,859,992"
2018/1/21,166.39,302.422,5.6,"2,112,720","1,584,720","528,000","2,137,680","3,722,400"
2018/1/22,166.45,302.984,2.9,"2,027,736","1,586,736","441,000","2,095,200","3,681,936"
2018/1/23,166.47,303.12,2.2,"1,500,572","1,588,572","-88,000","1,971,360","3,559,932"
2018/1/24,166.45,302.977,7.3,"1,408,216","1,584,216","-176,000","1,946,880","3,531,096"
2018/1/25,166.44,302.892,5.9,"1,672,144","1,584,144","88,000","2,370,960","3,955,104"
2018/1/26,166.47,303.208,11,"2,114,540","1,584,540","530,000","2,432,160","4,016,700"
2018/1/27,166.57,304.025,3.5,"2,466,100","1,583,100","883,000","2,564,640","4,147,740"
2018/1/28,166.64,304.684,14.6,"2,203,216","1,584,216","619,000","2,465,280","4,049,496"
2018/1/29,166.78,305.92,29.3,"3,915,312","2,145,312","1,770,000","3,157,560","5,302,872"
2018/1/30,166.8,306.056,21.1,"6,268,480","6,711,480","-443,000","3,880,800","10,592,280"
2018/1/31,166.8,306.056,23.5,"6,972,080","6,706,080","266,000","4,262,400","10,968,480"
2018/2/1,167.06,308.4,11.8,"5,352,496","2,690,496","2,662,000","4,665,600","7,356,096"
2018/2/2,167.29,310.466,15.6,"4,338,132","2,649,132","1,689,000","4,003,200","6,652,332"
2018/2/3,167.25,310.073,24.6,"5,970,104","6,682,104","-712,000","4,384,800","11,066,904"
2018/2/4,167.23,309.88,22.2,"6,764,264","6,675,264","89,000","4,892,400","11,567,664"
2018/2/5,167.27,310.269,25.9,"7,475,580","6,674,580","801,000","4,856,400","11,530,980"
2018/2/6,167.29,310.466,0.2,"5,781,304","6,671,304","-890,000","4,222,800","10,894,104"
2018/2/7,167.08,308.533,17.3,"4,195,068","6,682,068","-2,487,000","3,758,400","10,440,468"
2018/2/8,166.82,306.23,19,"4,649,172","6,686,172","-2,037,000","4,939,200","11,625,372"
2018/2/9,166.58,304.184,2.1,"4,496,324","6,705,324","-2,209,000","4,982,400","11,687,724"
2018/2/10,166.29,301.556,10.5,"3,727,748","6,722,748","-2,995,000","4,104,000","10,826,748"
2018/2/11,166.18,300.624,18,"4,307,700","4,394,700","-87,000","4,719,600","9,114,300"
2018/2/12,166.15,300.345,0,"3,693,284","4,396,284","-703,000","4,042,800","8,439,084"
2018/2/13,166.01,299.123,0,"2,736,844","4,403,844","-1,667,000","3,344,400","7,748,244"
2018/2/14,165.82,297.452,0,"2,186,272","3,850,272","-1,664,000","2,972,160","6,822,432"
2018/2/15,165.56,295.207,0,"1,804,312","4,422,312","-2,618,000","2,751,840","7,174,152"
2018/2/16,165.25,292.468,0.4,"1,566,056","4,435,056","-2,869,000","2,509,920","6,944,976"
2018/2/17,164.92,289.575,2.1,"1,506,772","4,448,772","-2,942,000","2,352,240","6,801,012"
2018/2/18,164.66,287.37,0,"968,408","2,175,408","-1,207,000","2,162,160","4,337,568"
2018/2/19,164.52,286.191,0,"972,100","2,177,100","-1,205,000","1,974,240","4,151,340"
2018/2/20,164.38,284.99,0,"745,672","1,605,672","-860,000","1,836,000","3,441,672"
2018/2/21,164.29,284.184,5.4,"749,804","1,608,804","-859,000","1,775,520","3,384,324"
2018/2/22,164.21,283.508,26.4,"1,269,592","1,613,592","-344,000","2,021,760","3,635,352"
2018/2/23,164.21,283.501,1.2,"1,615,464","1,615,464",0,"2,108,160","3,723,624"
2018/2/24,164.18,283.233,0.1,"1,188,912","1,617,912","-429,000","1,853,280","3,471,192"
2018/2/25,164.13,282.79,13.1,"1,189,660","1,617,660","-428,000","1,786,320","3,403,980"
2018/2/26,164.09,282.458,1.4,"1,189,156","1,617,156","-428,000","1,805,760","3,422,916"
2018/2/27,164.03,281.987,0.1,"1,106,900","1,620,900","-514,000","1,663,200","3,284,100"
2018/2/28,163.98,281.502,10.1,"1,277,676","1,619,676","-342,000","1,704,456","3,324,132"
2018/3/1,163.9,280.833,2.8,"1,261,988","3,224,988","-1,963,000","1,671,840","4,896,828"
2018/3/2,163.67,278.903,1.6,"1,476,116","3,349,116","-1,873,000","1,632,960","4,982,076"
2018/3/3,163.46,277.088,0.1,"1,485,716","3,352,716","-1,867,000","1,552,320","4,905,036"
2018/3/4,163.22,275.08,0.9,"1,166,540","3,366,540","-2,200,000","1,476,000","4,842,540"
2018/3/5,162.86,272.013,11.3,"1,348,492","2,613,492","-1,265,000","1,648,080","4,261,572"
2018/3/6,162.9,272.389,3.8,"915,572","409,572","506,000","1,599,120","2,008,692"
2018/3/7,162.95,272.754,2.6,"977,924","1,146,924","-169,000","1,471,680","2,618,604"
2018/3/8,162.94,272.744,16.7,"1,169,644","409,644","760,000","1,654,560","2,064,204"
2018/3/9,163.06,273.68,0.1,"1,341,996","327,996","1,014,000","2,147,040","2,475,036"
2018/3/10,163.16,274.6,0,"1,089,212","328,212","761,000","1,766,880","2,095,092"
2018/3/11,163.25,275.309,0,"1,085,588","492,588","593,000","1,628,640","2,121,228"
2018/3/12,163.29,275.673,0,"821,088","821,088",0,"1,522,080","2,343,168"
2018/3/13,163.3,275.68,0,"895,444","1,149,444","-254,000","1,433,520","2,582,964"
2018/3/14,163.24,275.221,0.8,"730,960","984,960","-254,000","1,342,800","2,327,760"
2018/3/15,163.23,275.101,5.1,"730,852","984,852","-254,000","1,278,720","2,263,572"
2018/3/16,163.14,274.321,3,"778,932","1,624,932","-846,000","1,281,600","2,906,532"
2018/3/17,163.04,273.514,2.7,"620,076","1,634,076","-1,014,000","1,255,680","2,889,756"
2018/3/18,162.94,272.67,0.1,"705,788","1,633,788","-928,000","1,172,160","2,805,948"
2018/3/19,162.85,271.872,0.2,"624,472","1,634,472","-1,010,000","1,126,800","2,761,272"
2018/3/20,162.72,270.844,4,"625,228","1,635,228","-1,010,000","1,097,280","2,732,508"
2018/3/21,162.62,269.926,4.2,"704,272","1,627,272","-923,000","1,116,000","2,743,272"
2018/3/22,162.5,268.926,0.2,"543,896","1,633,896","-1,090,000","1,089,360","2,723,256"
2018/3/23,162.37,267.843,0,"548,740","1,636,740","-1,088,000","997,920","2,634,660"
2018/3/24,162.24,266.755,0,"558,444","1,644,444","-1,086,000","924,480","2,568,924"
2018/3/25,162.1,265.596,0,"479,540","1,647,540","-1,168,000","924,480","2,572,020"
2018/3/26,161.96,264.466,0.7,"476,512","1,558,512","-1,082,000","889,920","2,448,432"
2018/3/27,161.83,263.311,0.4,"544,568","2,123,568","-1,579,000","667,440","2,791,008"
2018/3/28,161.55,261.021,2.4,"579,196","2,072,196","-1,493,000","928,080","3,000,276"
2018/3/29,161.4,259.813,0,"560,720","2,214,720","-1,654,000","894,240","3,108,960"
2018/3/30,161.26,258.646,3.5,"613,112","1,850,112","-1,237,000","889,920","2,740,032"
2018/3/31,161.1,257.291,0,"450,076","1,850,076","-1,400,000","667,440","2,517,516"
2018/4/1,160.92,255.882,0,"374,092","1,852,092","-1,478,000","889,920","2,742,012"
2018/4/2,160.75,254.452,0,"461,000","1,854,000","-1,393,000","894,240","2,748,240"
2018/4/3,160.58,253.084,6,"547,728","1,855,728","-1,308,000","889,920","2,745,648"
2018/4/4,160.42,251.756,0.1,"476,712","1,862,712","-1,386,000","663,120","2,525,832"
2018/4/5,160.24,250.312,0,"402,780","1,866,780","-1,464,000","855,360","2,722,140"
2018/4/6,160.06,248.852,4.8,"408,912","1,869,912","-1,461,000","851,040","2,720,952"
2018/4/7,159.89,247.432,2.8,"413,928","1,871,928","-1,458,000","902,880","2,774,808"
2018/4/8,159.71,245.968,0,"418,288","1,872,288","-1,454,000","851,040","2,723,328"
2018/4/9,159.53,244.572,0,"306,852","1,434,852","-1,128,000","794,880","2,229,732"
2018/4/10,159.33,242.94,0,"479,624","2,328,624","-1,849,000","773,280","3,101,904"
2018/4/11,159.14,241.431,0,"295,244","1,898,244","-1,603,000","756,000","2,654,244"
2018/4/12,158.9,239.526,2.8,"526,316","2,600,316","-2,074,000","738,720","3,339,036"
2018/4/13,158.67,237.633,0.8,"366,548","2,035,548","-1,669,000","721,440","2,756,988"
2018/4/14,158.44,235.823,19.7,"503,056","2,167,056","-1,664,000","730,080","2,897,136"
2018/4/15,158.33,234.988,19.4,"1,420,320","1,894,320","-474,000","786,240","2,680,560"
2018/4/16,158.23,234.161,7,"859,456","2,199,456","-1,340,000","781,920","2,981,376"
2018/4/17,158.06,232.84,13.4,"1,237,420","2,181,420","-944,000","1,039,651","3,221,071"
2018/4/18,157.95,231.942,0.1,"876,912","1,896,912","-1,020,000","937,094","2,834,006"
2018/4/19,157.81,230.864,0,"799,464","1,894,464","-1,095,000","863,309","2,757,773"
2018/4/20,157.65,229.641,0.1,"571,488","1,897,488","-1,326,000","811,469","2,708,957"
2018/4/21,157.45,228.082,0,"566,960","2,199,960","-1,633,000","774,403","2,974,363"
2018/4/22,157.23,226.332,0,"570,512","2,350,512","-1,780,000","754,963","3,105,475"
2018/4/23,157.02,224.685,6.1,"698,380","2,239,380","-1,541,000","824,083","3,063,463"
2018/4/24,156.93,224.017,37.2,"1,386,000",0,"1,386,000","1,861,574","1,861,574"
2018/4/25,157.1,225.354,0.4,"1,345,896","1,345,896",0,"1,843,949","3,189,845"
2018/4/26,157.06,225.042,0,"885,668","1,348,668","-463,000","1,470,269","2,818,937"
2018/4/27,156.99,224.482,1.2,"732,696","1,347,696","-615,000","1,261,440","2,609,136"
2018/4/28,156.9,223.793,0.6,"774,972","1,926,972","-1,152,000","1,175,386","3,102,358"
2018/4/29,156.75,222.625,14.1,"738,800","1,351,800","-613,000","1,115,683","2,467,483"
2018/4/30,156.67,222.045,0.2,"787,372","1,932,372","-1,145,000","1,081,469","3,013,841"
2018/5/1,156.51,220.778,0,"580,036","1,647,036","-1,067,000","1,059,840","2,706,876"
2018/5/2,156.37,219.69,0,"570,512","1,936,512","-1,366,000","1,023,120","2,959,632"
2018/5/3,156.2,218.375,2.2,"579,500","1,939,500","-1,360,000","1,045,800","2,985,300"
2018/5/4,156,216.905,0.2,"437,812","1,942,812","-1,505,000","1,039,680","2,982,492"
2018/5/5,155.81,215.438,0,"460,084","1,959,084","-1,499,000","986,760","2,945,844"
2018/5/6,155.57,213.698,0,"525,236","2,239,236","-1,714,000","940,680","3,179,916"
2018/5/7,155.37,212.208,10.2,"474,472","1,958,472","-1,484,000","924,120","2,882,592"
2018/5/8,155.23,211.234,31.9,"1,239,480","1,239,480",0,"1,494,360","2,733,840"
2018/5/9,155.22,211.113,3,"1,015,716","1,237,716","-222,000","1,645,920","2,883,636"
2018/5/10,155.17,210.712,0,"706,816","1,371,816","-665,000","1,479,600","2,851,416"
2018/5/11,155.07,209.995,0,"655,908","1,540,908","-885,000","1,364,760","2,905,668"
2018/5/12,154.94,209.045,0,"635,892","1,961,892","-1,326,000","1,255,680","3,217,572"
2018/5/13,154.76,207.689,0,"635,392","1,957,392","-1,322,000","1,195,560","3,152,952"
2018/5/14,154.57,206.273,0,"520,312","1,983,312","-1,463,000","1,149,120","3,132,432"
2018/5/15,154.35,204.683,0,"527,340","1,838,340","-1,311,000","1,114,920","2,953,260"
2018/5/16,154.11,202.925,0,"457,196","1,982,196","-1,525,000","1,076,760","3,058,956"
2018/5/17,153.9,201.378,0,"487,152","2,152,152","-1,665,000","997,560","3,149,712"
2018/5/18,153.66,199.659,0,"475,360","2,277,360","-1,802,000","769,680","3,047,040"
2018/5/19,153.41,197.872,0,"424,572","2,146,572","-1,722,000","748,080","2,894,652"
2018/5/20,153.16,196.112,0.5,"411,440","2,269,440","-1,858,000","720,720","2,990,160"
2018/5/21,152.9,194.224,0.1,"468,284","2,461,284","-1,993,000","716,400","3,177,684"
2018/5/22,152.65,192.215,0,"405,004","2,318,004","-1,913,000","695,160","3,013,164"
2018/5/23,152.35,190.294,1.4,"350,880","2,324,880","-1,974,000","664,560","2,989,440"
2018/5/24,152.07,188.318,0,"469,196","2,504,196","-2,035,000","648,000","3,152,196"
2018/5/25,151.78,186.29,0,"322,736","2,207,736","-1,885,000","635,760","2,843,496"
2018/5/26,151.51,184.395,0,"433,624","2,517,624","-2,084,000","618,480","3,136,104"
2018/5/27,151.21,182.298,0,"344,172","2,348,172","-2,004,000","602,640","2,950,812"
2018/5/28,150.9,180.29,3.6,"397,028","2,528,028","-2,131,000","585,360","3,113,388"
2018/5/29,150.62,178.287,7,"495,532","2,546,532","-2,051,000","739,440","3,285,972"
2018/5/30,150.34,176.449,5.8,"650,396","2,079,396","-1,429,000","803,520","2,882,916"
2018/5/31,150.14,175.084,14.5,"515,132","1,938,132","-1,423,000","771,840","2,709,972"
2018/6/1,149.96,173.835,2.9,"675,000","1,755,000","-1,080,000","902,880","2,657,880"
2018/6/2,149.74,172.364,0.1,"468,484","1,946,484","-1,478,000","755,280","2,701,764"
2018/6/3,149.51,170.822,0.1,"397,460","2,069,460","-1,672,000","700,560","2,770,020"
2018/6/4,149.24,169.002,0,"368,848","2,428,848","-2,060,000","704,880","3,133,728"
2018/6/5,148.95,167.076,2.1,"497,052","2,414,052","-1,917,000","774,360","3,188,412"
2018/6/6,148.7,165.44,44,"856,676","1,646,676","-790,000","2,431,080","4,077,756"
2018/6/7,148.65,165.144,15.7,"1,327,900","1,656,900","-329,000","2,815,920","4,472,820"
2018/6/8,148.63,165.017,8.5,"1,788,260","1,657,260","131,000","1,665,360","3,322,620"
2018/6/9,148.58,164.659,1.1,"933,280","1,655,280","-722,000","1,261,440","2,916,720"
2018/6/10,148.45,163.839,16.1,"1,207,192","1,797,192","-590,000","2,008,800","3,805,992"
2018/6/11,148.55,164.5,3,"1,575,000",0,"1,575,000","2,782,440","2,782,440"
2018/6/12,148.75,165.786,0,"1,055,000",0,"1,055,000","2,152,080","2,152,080"
2018/6/13,148.78,165.931,1.4,"797,956","1,654,956","-857,000","1,966,320","3,621,276"
2018/6/14,148.65,165.125,25.4,"934,476","1,657,476","-723,000","1,629,360","3,286,836"
2018/6/15,148.84,166.495,30,"4,495,000",0,"4,495,000","3,399,480","3,399,480"
2018/6/16,149.53,170.995,1.5,"3,142,000",0,"3,142,000","3,114,000","3,114,000"
2018/6/17,149.86,173.202,0.1,"1,617,000",0,"1,617,000","2,427,120","2,427,120"
2018/6/18,150.06,174.581,6.8,"1,219,000",0,"1,219,000","2,136,960","2,136,960"
2018/6/19,150.12,174.909,1.4,"1,288,956","1,627,956","-339,000","2,024,640","3,652,596"
2018/6/20,150.08,174.624,0.2,"1,015,616","1,625,616","-610,000","1,682,280","3,307,896"
2018/6/21,150.03,174.379,46.6,"3,262,184","1,634,184","1,628,000","3,760,920","5,395,104"
2018/6/22,150.51,177.753,44.6,"5,408,000",0,"5,408,000","4,957,200","4,957,200"
2018/6/23,151.5,184.593,44.7,"7,517,000",0,"7,517,000","5,907,600","5,907,600"
2018/6/24,152.55,191.906,0.1,"5,233,000",0,"5,233,000","5,576,400","5,576,400"
2018/6/25,153.05,195.397,4.7,"2,569,000",0,"2,569,000","3,631,680","3,631,680"
2018/6/26,153.34,197.408,0.1,"1,577,000",0,"1,577,000","2,695,680","2,695,680"
2018/6/27,153.5,198.506,0,"1,282,564","1,569,564","-287,000","2,230,920","3,800,484"
2018/6/28,153.45,198.162,15.6,"1,356,192","1,572,192","-216,000","1,980,720","3,552,912"
2018/6/29,153.41,197.914,18.6,"1,858,248","1,570,248","288,000","2,521,800","4,092,048"
2018/6/30,153.5,198.572,3.7,"1,294,000",0,"1,294,000","2,280,960","2,280,960"
2018/7/1,153.65,199.652,2.2,"1,009,000",0,"1,009,000","2,138,400","2,138,400"
2018/7/2,153.72,200.148,0,"915,632","1,564,632","-649,000","2,079,360","3,643,992"
2018/7/3,153.66,199.643,0,"703,332","1,567,332","-864,000","1,763,640","3,330,972"
2018/7/4,153.54,198.788,0,"707,384","1,569,384","-862,000","1,577,520","3,146,904"
2018/7/5,153.41,197.833,0,"565,492","1,569,492","-1,004,000","1,531,440","3,100,932"
2018/7/6,153.28,196.919,11.6,"786,560","1,573,560","-787,000","1,652,400","3,225,960"
2018/7/7,153.19,196.29,19.5,"1,361,360","1,575,360","-214,000","2,387,160","3,962,520"
2018/7/8,153.15,195.992,0.2,"862,872","1,576,872","-714,000","2,319,840","3,896,712"
2018/7/9,153.03,195.123,0,"577,964","1,574,964","-997,000","1,786,320","3,361,284"
2018/7/10,152.87,194.108,103.2,"2,506,400","1,580,400","926,000","15,012,617","16,593,017"
2018/7/11,155.46,213.327,86.7,"28,129,772","1,532,772","26,597,000","28,461,600","29,994,372"
2018/7/12,156.96,224.298,3.7,"5,819,460","1,511,460","4,308,000","7,887,600","9,399,060"
2018/7/13,157.35,227.253,0.2,"3,058,500","1,507,500","1,551,000","4,813,200","6,320,700"
2018/7/14,157.47,228.196,0.1,"2,051,212","1,507,212","544,000","3,643,200","5,150,412"
2018/7/15,157.5,228.393,0.4,"1,428,052","1,505,052","-77,000","2,997,000","4,502,052"
2018/7/16,157.48,228.299,27.6,"1,582,304","1,505,304","77,000","2,833,920","4,339,224"
2018/7/17,157.67,229.795,22.6,"3,921,056","1,501,056","2,420,000","2,817,720","4,318,776"
2018/7/18,157.87,231.314,0.7,"2,282,076","1,499,076","783,000","2,596,320","4,095,396"
